Malli;Numero;Kohteen osoite;Postinumero;Postitoimipaikka;Sijaintipaikan tyyppi;Sijaintipaikka;Aukioloaika;Aukioloaika (lis�tiedot);Koordinaatti LAT;Koordinaatti LON
O;03924;IITINTIE 9;47400;KAUSALA;PANKIN KONTTORI;OP KAUSALA;24 H AUKIOLO;;60.888769;26.337279
O;04710;MERRANKUJA 2;47400;KAUSALA;KAUPPA;K-MARKET TILTUNTORI;24 H AUKIOLO;;60.887680;26.338969
O;04096;JAALANTIE 120;47710;JAALA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;61.049380;26.484770
O;05327;KAPTEENINKATU 14;48100;KOTKA;POSTI;POSTI KOTKA;24 H AUKIOLO;;60.463544;26.941077
O;03730;KIRKKOKATU 30;48100;KOTKA;TAVARATALO;EUROMARKET KOTKA;LIIKETILAN AUKIOLO;;60.463482;26.934528
O;05063;KIRKKOKATU 5;48100;KOTKA;PANKIN KONTTORI;DANSKE KOTKA;24 H AUKIOLO;;60.467685;26.945269
O;05186;KIRKKOKATU 7;48100;KOTKA;PANKIN KONTTORI;NORDEA KOTKA;24 H AUKIOLO;;60.467050;26.943700
EP;05477;KIRKKOKATU 7;48100;KOTKA;KAUPPAKESKUS;PASAATI;LIIKETILAN AUKIOLO;;60.466810;26.944280
T;40133;KIRKKOKATU 7;48100;KOTKA;KAUPPAKESKUS;PASAATI;LIIKETILAN AUKIOLO;;60.466550;26.944560
O;04656;KOULUKATU 6 B;48100;KOTKA;KAUPPA;K-SUPERMARKET POOKI;24 H AUKIOLO;;60.460232;26.939574
O;04324;TARINATIE 2;48350;KOTKA;KAUPPA;S-MARKET KARHUVUORI;24 H AUKIOLO;;60.483775;26.858671
O;05039;HAKAM�ENTIE 1;48400;KOTKA;TAVARATALO;PRISMA KOTKA / ULKONA;24 H AUKIOLO;;60.500940;26.869200
EP;05457;HAKAM�ENTIE 1;48400;KOTKA;TAVARATALO;PRISMA KOTKA;LIIKETILAN AUKIOLO;;60.500980;26.869080
T;40056;HAKAM�ENTIE 1;48400;KOTKA;TAVARATALO;PRISMA KOTKA;LIIKETILAN AUKIOLO;;60.500920;26.868280
EP;05543;JUMALNIEMENTIE 8;48600;KOTKA;TAVARATALO;K-CITYMARKET KOTKA;LIIKETILAN AUKIOLO;;60.506234;26.915692
O;05113;KARHULANTIE 30;48600;KOTKA;KAUPPA;S-MARKET KARHULA;24 H AUKIOLO;;60.513715;26.933164
O;05224;KARHULANTIE 36;48600;KOTKA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;60.514690;26.931620
O;04392;KARJALANTIE 10;48600;KOTKA;PANKIN KONTTORI;OP KARHULA;24 H AUKIOLO;;60.516405;26.933124
O;04507;HAMINANTIE 1;48810;KOTKA;LIIKENNEPAIKKA;ABC AMIRAALI KOTKA;LIIKETILAN AUKIOLO;;60.542060;26.974740
O;03758;MALMINSUONTIE 2;49220;SILTAKYL�;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;60.496340;26.738300
T;40063;ISOYMPYR�KATU 15;49400;HAMINA;KAUPPAKESKUS;S-OSTOSKESKUS HAMINA;LIIKETILAN AUKIOLO;;60.568940;27.194200
O;05082;KAIVOKATU 10;49400;HAMINA;PANKIN KONTTORI;NORDEA HAMINA;24 H AUKIOLO;;60.568323;27.190600
O;04417;PUISTOKATU 6;49400;HAMINA;PANKIN KONTTORI;OP HAMINA;24 H AUKIOLO;;60.568360;27.191190
O;05164;SATAMAKATU 11;49400;HAMINA;PANKIN KONTTORI;DANSKE HAMINA;24 H AUKIOLO;;60.568140;27.193420
O;05124;SIBELIUSKATU 27;49400;HAMINA;KAUPPA;K-SUPERMARKET KANUUNA;24 H AUKIOLO;;60.568067;27.188679
P;05871;HELSINGINTIE 1;49410;POITSILA;KAUPPA;VALINTATALO POITSILA;24 H AUKIOLO;;60.563644;27.162518
O;04082;KESKUSTIE 1;49700;MIEHIKK�L�;LIIKEKIINTEIST�;MIEHIKK�L�N LIIKETALO;24 H AUKIOLO;;60.671220;27.700199
O;04534;OPINTIE 1;49900;VIROLAHTI;PANKIN KONTTORI;OP VIROLAHTI;24 H AUKIOLO;;60.583570;27.708030
O;03796;HALLITUSKATU 3;50100;MIKKELI;PANKIN KONTTORI;DANSKE MIKKELI;24 H AUKIOLO;;61.688260;27.274360
EP;05590;HALLITUSKATU 6;50100;MIKKELI;TAVARATALO;CARLSON MIKKELI;LIIKETILAN AUKIOLO;;61.688830;27.269390
EP;05564;MAAHERRANKATU 13;50100;MIKKELI;TAVARATALO;STELLA MIKKELI;LIIKETILAN AUKIOLO;;61.688837;27.272633
T;40080;PORRASSALMENKATU 19;50100;MIKKELI;PANKIN KONTTORI;OP MIKKELI;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 6-22;61.687520;27.274750
O;04569;PORRASSALMENKATU 23;50100;MIKKELI;PANKIN KONTTORI;NORDEA MIKKELI;24 H AUKIOLO;;61.688360;27.275150
O;04279;PORRASSALMENKATU 33;50100;MIKKELI;KAUPPA;LIIKETILA;24 H AUKIOLO;;61.690450;27.276370
T;40078;SETRIKATU 2;50100;MIKKELI;KAUPPAKESKUS;SETRI;LIIKETILAN AUKIOLO;;61.680120;27.269730
EP;05657;HIETAKATU 7;50130;MIKKELI;LIIKENNEPAIKKA;ABC PITK�J�RVI;LIIKETILAN AUKIOLO;;61.676047;27.245685
O;04695;SUNTIONKUJA 1;50170;MIKKELI;KAUPPA;S-MARKET PEITSARI;24 H AUKIOLO;;61.701430;27.305086
EP;05591;GRAANINTIE 1;50190;MIKKELI;KAUPPAKESKUS;GRAANI;LIIKETILAN AUKIOLO;;61.686240;27.297880
EP;05592;GRAANINTIE 1;50190;MIKKELI;KAUPPAKESKUS;GRAANI / PRISMA;LIIKETILAN AUKIOLO;;61.686530;27.298110
O;03989;VANHAM�ENTIE 1;50600;MIKKELI;KAUPPA;S-MARKET RANTAKYL�;24 H AUKIOLO;;61.678135;27.202317
O;04733;OTTO MANNISENTIE 1;51200;KANGASNIEMI;PANKIN KONTTORI;OP KANGASNIEMI;24 H AUKIOLO;;61.989680;26.643420
O;05058;KESKUSTIE 76;51600;HAUKIVUORI;PANKIN KONTTORI;OP HAUKIVUORI;24 H AUKIOLO;;62.024316;27.206616
O;04987;PIIKKIL�NTIE 3;51900;JUVA;PANKIN KONTTORI;OP JUVA;24 H AUKIOLO;;61.896986;27.855947
EP;05542;TULOSTIE 1;51900;JUVA;LIIKENNEPAIKKA;ABC JUVA;LIIKETILAN AUKIOLO;;61.898018;27.808286
O;04976;MIKKELINTIE 45;52100;ANTTOLA;KAUPPA;K-EXTRA LUONTERI;24 H AUKIOLO;;61.583050;27.649690
O;04970;KESKUSTIE 4;52200;PUUMALA;KAUPPA;SALE PUUMALA;24 H AUKIOLO;;61.520650;28.177940
O;04348;BRAHENTIE 16;52300;RISTIINA;PANKIN KONTTORI;OP RISTIINA;24 H AUKIOLO;;61.510430;27.248480
O;04040;HIRVENSALMENTIE 21;52550;HIRVENSALMI;PANKIN KONTTORI;OP HIRVENSALMI;24 H AUKIOLO;;61.640900;26.775269
O;03972;PENTINPOLKU 1;52700;M�NTYHARJU;PANKIN KONTTORI;OP M�NTYHARJU;24 H AUKIOLO;;61.416190;26.880830
O;05289;LAPPEENRANNANTIE 34 A;52830;SUOMENNIEMI;HUOLTOASEMA;SEO / KAHVILA SALMENRANTA;24 H AUKIOLO;;61.354390;27.399770
EP;05555;BRAHENKATU 1;53100;LAPPEENRANTA;HOTELLI;SOKOS HOTEL LAPPEE;LIIKETILAN AUKIOLO;;61.056500;28.191080
O;05169;KAUPPAKATU 29;53100;LAPPEENRANTA;KAUPPAKESKUS;ARMADA;24 H AUKIOLO;;61.059478;28.185256
T;40054;KAUPPAKATU 40;53100;LAPPEENRANTA;PANKIN KONTTORI;KESKUSTAGALLERIA/NORDEA;LIIKETILAN AUKIOLO;;61.055551;28.188918
O;04359;PORMESTARINKATU 4;53100;LAPPEENRANTA;PANKIN KONTTORI;OP LAPPEENRANTA;24 H AUKIOLO;;61.058257;28.190803
T;40030;PORMESTARINKATU 4;53100;LAPPEENRANTA;PANKIN KONTTORI;OP LAPPEENRANTA;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 5-23;61.058230;28.190720
O;04940;RATAKATU 31;53100;LAPPEENRANTA;KAUPPA;VALINTATALO RATAKATU;24 H AUKIOLO;;61.050078;28.198047
O;04749;VALTAKATU 32;53100;LAPPEENRANTA;PANKIN KONTTORI;OMA SP LAPPEENRANTA;24 H AUKIOLO;;61.058360;28.185720
T;40119;VILLIMIEHENKATU 3;53100;LAPPEENRANTA;KAUPPAKESKUS;ISO KRISTIINA;LIIKETILAN AUKIOLO;;61.057510;28.193250
O;04549;STANDERTSKJ�LDINKATU 6;53200;LAPPEENRANTA;KAUPPA;K-SUPERMARKET LEHMUS;24 H AUKIOLO;;61.061114;28.234327
O;04631;KARJALANTIE 25;53300;LAPPEENRANTA;LIIKEKIINTEIST�;VIOLET LOUNAS KAHVILA;24 H AUKIOLO;;61.070646;28.262599
O;03729;KAUPPAK�YT�V� 6;53300;LAPPEENRANTA;LIIKEKIINTEIST�;APTEEKKI;24 H AUKIOLO;;61.071586;28.261776
EP;05606;HIRSIM�ENKATU 1;53500;LAPPEENRANTA;LIIKENNEPAIKKA;ABC VIIPURINPORTTI;LIIKETILAN AUKIOLO;;61.052542;28.262427
EP;05450;KAAKKOISKAARI 22;53500;LAPPEENRANTA;KAUPPA;S-MARKET MYLLY;LIIKETILAN AUKIOLO;;61.047102;28.209507
EP;05484;TOIKANSUONTIE 4;53500;LAPPEENRANTA;TAVARATALO;K-CITYMARKET LAPPEENRANTA;LIIKETILAN AUKIOLO;;61.045288;28.200237
O;04383;PUHAKANKATU 1;53600;LAPPEENRANTA;KAUPPAKESKUS;TAPULIN LIIKEKESKUS;24 H AUKIOLO;;61.050147;28.174393
EP;05486;PUHAKANKATU 9;53600;LAPPEENRANTA;TAVARATALO;PRISMA LAPPEERANTA;LIIKETILAN AUKIOLO;;61.050510;28.178830
EP;05487;PUHAKANKATU 9;53600;LAPPEENRANTA;TAVARATALO;PRISMA LAPPEENRANTA;LIIKETILAN AUKIOLO;;61.050500;28.178830
O;04039;KATAJAKATU 10;53810;LAPPEENRANTA;KAUPPA;VALINTATALO KOURULA;24 H AUKIOLO;;61.047946;28.132742
O;04138;ORIONINKATU 2;53850;LAPPEENRANTA;KAUPPA;S-MARKET SAMMONLAHTI;24 H AUKIOLO;;61.052226;28.105431
O;04514;SATAMATIE 30;53900;LAPPEENRANTA;KAUPPA;S-MARKET PALLO;24 H AUKIOLO;;61.067402;28.178042
O;05129;VOISALMENTIE 9;53920;LAPPEENRANTA;KAUPPA;VALINTATALO VOISALMI;24 H AUKIOLO;;61.078400;28.150060
T;40130;KESKUSKATU 4;54100;JOUTSENO;KAUPPA;K-SUPERMARKET PIRANA;LIIKETILAN AUKIOLO;;61.117610;28.500780
O;04956;KESKUSKATU 5;54100;JOUTSENO;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;61.117890;28.500990
P;05838;LINNALANTIE 51;54500;TAAVETTI;PANKIN KONTTORI;OP TAAVETTI;24 H AUKIOLO;;60.922470;27.568160
O;04967;UIMINTIE 1;54710;LEMI;PANKIN KONTTORI;OP LEMI;24 H AUKIOLO;;61.061160;27.804120
P;05921;TORIKATU 6;54800;SAVITAIPALE;PANKIN KONTTORI;OP SAVITAIPALE;24 H AUKIOLO;;61.197600;27.681520
O;05076;KUHATIE 12-14;54915;SAIMAANHARJU;KAUPPA;K-MARKET NIIVA;24 H AUKIOLO;;61.135753;28.101248
O;04445;KOSKENPARRAS 2;55100;IMATRA;PANKIN KONTTORI;OP IMATRA;24 H AUKIOLO;;61.170608;28.771501
T;40116;KOSKENPARRAS 3;55100;IMATRA;KAUPPA;K-SUPERMARKET IMATRANKOSKI;LIIKETILAN AUKIOLO;;61.171210;28.770210
O;05196;LAPPEENTIE 9;55100;IMATRA;PANKIN KONTTORI;NORDEA IMATRA;24 H AUKIOLO;;61.171370;28.768330
EP;05623;KARHUM�ENKATU 1;55120;IMATRA;TAVARATALO;PRISMA IMATRA;LIIKETILAN AUKIOLO;;61.188220;28.763680
O;04430;KOSKIKATU 1;55120;IMATRA;RAUTATIEASEMA;KESKUSASEMA;24 H AUKIOLO;;61.194962;28.777436
O;04554;TIET�J�NKATU 2;55120;IMATRA;TAVARATALO;K-CITYMARKET IMATRA;24 H AUKIOLO;;61.187911;28.770312
O;04580;ENSONTIE 32;55610;IMATRA;LIIKEKIINTEIST�;RAJAPATSAS;24 H AUKIOLO;;61.163597;28.801723
O;05051;TORIKATU 9;55800;IMATRA;LIIKEKIINTEIST�;VUOKSENNISKAN APTEEKKI;24 H AUKIOLO;;61.225484;28.834729
O;04382;VUOKSENNISKANTIE 91;55800;IMATRA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;61.224690;28.832870
O;03734;RASILANTIE 56;56100;RUOKOLAHTI;PANKIN KONTTORI;OP RUOKOLAHTI;24 H AUKIOLO;;61.292748;28.811980
O;04350;PANKKIKATU 1;56800;SIMPELE;PANKIN KONTTORI;OP SIMPELE;24 H AUKIOLO;;61.434921;29.355445
O;04085;OLAVINKATU 57;57100;SAVONLINNA;TAVARATALO;SOKOS SAVONLINNA;24 H AUKIOLO;;61.870688;28.875825
O;05214;TULLIPORTINKATU 10;57100;SAVONLINNA;TAVARATALO;K-CITYMARKET SAVONLINNA;24 H AUKIOLO;;61.867850;28.870350
T;40086;TULLIPORTINKATU 10;57100;SAVONLINNA;TAVARATALO;K-CITYMARKET SAVONLINNA;LIIKETILAN AUKIOLO;;61.868080;28.869910
P;05759;KAUPPATORI 6;57130;SAVONLINNA;PANKIN KONTTORI;DANSKE SAVONLINNA;24 H AUKIOLO;;61.867690;28.885540
O;05100;ILOKALLIONKATU 4;57200;SAVONLINNA;LIIKEKIINTEIST�;P��SKYLAHDEN APTEEKKI;24 H AUKIOLO;;61.869724;28.922338
O;04553;KULLERVONKATU 1;57200;SAVONLINNA;KAUPPA;K-SUPERMARKET  MERTALA;24 H AUKIOLO;;61.864850;28.936620
O;04529;NOJANMAANTIE 15;57210;SAVONLINNA;TAVARATALO;PRISMA SAVONLINNA;24 H AUKIOLO;;61.875910;28.949950
P;05910;AHOLAHDENTIE 8;57710;SAVONLINNA;KAUPPA;K-SUPERMARKET EV�SKELLARI;24 H AUKIOLO;;61.878750;28.816840
O;04056;ENONKOSKENTIE 12;58175;ENONKOSKI;PANKIN KONTTORI;OP ENONKOSKI;24 H AUKIOLO;;62.089255;28.915812
O;03736;H�LV�NTIE 2;58200;KERIM�KI;PANKIN KONTTORI;OP KERIM�KI;24 H AUKIOLO;;61.912720;29.282760
O;03884;KAUPPATIE 18;58500;PUNKAHARJU;PANKIN KONTTORI;OP PUNKAHARJU;24 H AUKIOLO;;61.757350;29.389140
O;04691;ALANTEENTIE 38;58700;SULKAVA;KAUPPA;K-MARKET WILJAMI;24 H AUKIOLO;;61.787550;28.370190
O;04037;KYL�TIE 28;58900;RANTASALMI;PANKIN KONTTORI;OP RANTASALMI;ITSEPALVELUALUEEN AUKIOLO;24 H;62.064070;28.302330
O;04349;PARIKKALANTIE 23;59100;PARIKKALA;PANKIN KONTTORI;OP PARIKKALA;24 H AUKIOLO;;61.555780;29.500790
O;04693;KES�LAHDENTIE 30 A;59800;KES�LAHTI;PANKIN KONTTORI;OP KES�LAHTI;24 H AUKIOLO;;61.892959;29.824596
O;04284;KAUPPATORI 3;60100;SEIN�JOKI;HOTELLI;SOKOS HOTEL VAAKUNA;24 H AUKIOLO;;62.788261;22.839301
T;40081;KESKUSKATU 9;60100;SEIN�JOKI;PANKIN KONTTORI;OP SEIN�JOKI;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 06-23;62.791110;22.839000
T;40069;KESKUSTORI 4;60100;SEIN�JOKI;PANKIN KONTTORI;NORDEA SEIN�JOKI;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 6-23;62.790560;22.840020
O;03825;PUSKANTIE 13;60100;SEIN�JOKI;KAUPPA;ANTTILA SEIN�JOKI;24 H AUKIOLO;;62.791750;22.834505
P;05824;P�IV�L�NKATU 40;60120;SEIN�JOKI;TAVARATALO;K-CITYMARKET P�IV�L�;24 H AUKIOLO;;62.792894;22.872055
O;04167;TAPIOLANTIE 18;60150;SEIN�JOKI;KAUPPA;K-MARKET KYMPPI;24 H AUKIOLO;;62.771008;22.876096
O;04762;TORITAIVAL 2;60200;SEIN�JOKI;KAUPPA;K-MARKET K�RKI;24 H AUKIOLO;;62.746377;22.858083
O;03930;VUORITIE 6;60200;SEIN�JOKI;LIIKEKIINTEIST�;PIKKUKUPOLI / T�RN�V�;24 H AUKIOLO;;62.769203;22.844158
P;05858;KOSKENALANTIE 5;60220;SEIN�JOKI;KAUPPA;K-MARKET HUHTATORI;24 H AUKIOLO;;62.777259;22.828716
EP;05570;SUUPOHJANTIE 45;60320;SEIN�JOKI;TAVARATALO;K-CITYMARKET SEIN�JOKI;LIIKETILAN AUKIOLO;;62.793870;22.811600
P;05768;SUUPOHJANTIE 45;60320;SEIN�JOKI;KAUPPA;K-CITYMARKET SEIN�JOKI;24 H AUKIOLO;;62.793270;22.813150
EP;05532;HYLLYKALLIONTIE 2;60510;HYLLYKALLIO;TAVARATALO;PRISMA HYLLYKALLIO;LIIKETILAN AUKIOLO;;62.805780;22.877930
T;40065;HYLLYKALLIONTIE 2;60510;HYLLYKALLIO;TAVARATALO;PRISMA HYLLYKALLIO;LIIKETILAN AUKIOLO;;62.806480;22.878210
P;05682;KAARRETIE 2;60510;HYLLYKALLIO;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;62.806200;22.880150
O;04962;VALKIAVUORENTIE 2;60550;NURMO;KIOSKI;R-KIOSKI NURMO;24 H AUKIOLO;;62.827820;22.908730
P;05763;KAUPPATIE 18;60800;ILMAJOKI;PANKIN KONTTORI;NORDEA ILMAJOKI;24 H AUKIOLO;;62.731080;22.579400
T;40109;KAUPPATIE 7;60800;ILMAJOKI;PANKIN KONTTORI;OP ILMAJOKI;ITSEPALVELUALUEEN AUKIOLO;ma-su klo 6-23;62.732180;22.580750
P;05857;KESKUSTIE 20;61100;PER�SEIN�JOKI;KAUPPA;K-MARKET VILJAMI;24 H AUKIOLO;;62.559910;23.062750
O;05326;KESKUSPUISTIKKO 3;61300;KURIKKA;PANKIN KONTTORI;NORDEA KURIKKA;24 H AUKIOLO;;62.615236;22.396966
O;05290;KESKUSPUISTIKKO 7;61300;KURIKKA;PANKIN KONTTORI;POP KURIKKA;24 H AUKIOLO;;62.616152;22.397693
O;03921;HAVUSELANTIE 1;61330;KOSKENKORVA;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;62.691140;22.451500
P;05917;KAUKOLANRAITTI 2;61400;YLISTARO;KAUPPA;S-MARKET YLISTARO;24 H AUKIOLO;;62.940301;22.515456
P;05890;LUKKARINM�ENTIE 2;61500;ISOKYR�;PANKIN KONTTORI;POP ISOKYR�;24 H AUKIOLO;;63.000658;22.322144
O;04592;KOSKITIE 21;61600;JALASJ�RVI;KAUPPA;K-SUPERMARKET JALASJ�RVI;24 H AUKIOLO;;62.487840;22.751760
O;05001;PUISTOTIE 70;61800;KAUHAJOKI;TAVARATALO;K-CITYMARKET KAUHAJOKI;24 H AUKIOLO;;62.432948;22.180080
T;40151;TOPEEKA 21;61800;KAUHAJOKI;PANKIN KONTTORI;NORDEA KAUHAJOKI;ITSEPALVELUALUEEN AUKIOLO;klo 5 - 23;62.424290;22.178770
O;04650;TOPEEKA 65;61800;KAUHAJOKI;KAUPPA;S-MARKET KAUHAJOKI;24 H AUKIOLO;;62.433572;22.183277
O;04972;KAUPPAKATU 2;62100;LAPUA;PANKIN KONTTORI;NORDEA LAPUA;24 H AUKIOLO;;62.969180;23.008450
O;05293;KAUPPAKATU 4 C;62100;LAPUA;PANKIN KONTTORI;POP LAPUA;24 H AUKIOLO;;62.968787;23.008735
O;04086;PUISTOTIE 2;62100;LAPUA;PANKIN KONTTORI;OP LAPUA;24 H AUKIOLO;;62.970488;23.008836
P;05678;KAUPPATIE 65;62200;KAUHAVA;KAUPPA;S-MARKET KAUHAVA;24 H AUKIOLO;;63.098260;23.039590
P;05680;KAUPPATIE 82;62200;KAUHAVA;KAUPPA;K-SUPERMARKET KAUHAVA;24 H AUKIOLO;;63.100061;23.055492
P;05859;SAHARAVAINIONTIE 1;62300;H�RM�;KAUPPA;S-MARKET ALAH�RM�;24 H AUKIOLO;;63.243118;22.847941
P;05860;VANHA VAASANTIE 1;62375;YLIH�RM�;KAUPPA;S-MARKET YLIH�RM�;24 H AUKIOLO;;63.142785;22.794490
O;04063;J��K�RINTIE 54;62420;KORTESJ�RVI;TAVARATALO;SUOMELAN KAUPPAHUONE;24 H AUKIOLO;;63.300926;23.155863
O;05050;KIRKKOTIE 25;62500;EVIJ�RVI;PANKIN KONTTORI;OP EVIJ�RVI;24 H AUKIOLO;;63.367740;23.478380
O;05296;MANEESINTIE 4;62600;LAPPAJ�RVI;PANKIN KONTTORI;POP LAPPAJ�RVI;24 H AUKIOLO;;63.217842;23.624607
P;05889;PATRUUNANTIE 10 A;62800;VIMPELI;KAUPPA;K-MARKET VETO;24 H AUKIOLO;;63.159636;23.825675
O;03891;KESKUSKATU 9;62900;ALAJ�RVI;PANKIN KONTTORI;OP ALAJ�RVI;24 H AUKIOLO;;63.000826;23.815156
O;04145;KESKUSTIE 36;63100;KUORTANE;PANKIN KONTTORI;OP KUORTANE;24 H AUKIOLO;;62.804070;23.508240
T;40150;KUULANTIE 2;63300;ALAVUS;PANKIN KONTTORI;OP ALAVUS;ITSEPALVELUALUEEN AUKIOLO;klo 6 - 24;62.586460;23.618280
O;04203;V�HT�RINTIE 2;63300;ALAVUS;KAUPPA;K-SUPERMARKET ALAVUS;24 H AUKIOLO;;62.586947;23.614486
O;04394;KIRKONKYL�NTIE 3;63500;LEHTIM�KI;PANKIN KONTTORI;OP LEHTIM�KI;24 H AUKIOLO;;62.817420;23.942756
P;05876;KESKISENTIE 7;63610;TUURI;PANKIN KONTTORI;OP TUURI;24 H AUKIOLO;;62.602510;23.727610
EP;05567;ONNENTIE 7;63610;TUURI;TAVARATALO;VELJEKSET KESKINEN;LIIKETILAN AUKIOLO;;62.601610;23.725470
O;04346;OSTOLANTIE 15;63700;�HT�RI;PANKIN KONTTORI;OP �HT�RI;24 H AUKIOLO;;62.550367;24.068749
O;04892;ALAJ�RVENTIE 2;63800;SOINI;PANKIN KONTTORI;OP SOINI;24 H AUKIOLO;;62.873460;24.204660
O;05310;KAUPPATORI 4;64100;KRISTIINANKAUPUNKI;KAUPPA;JOSEFSG�RDEN;24 H AUKIOLO;;62.274030;21.378740
O;05232;N�RPESV�GEN 8;64200;N�RPI�;KAUPPA;K-SUPERMARKET N�RPI�;24 H AUKIOLO;;62.476510;21.338040
O;05168;RAATIHUONEENKATU 36;64260;KASKINEN;PANKIN KONTTORI;SP KASKINEN;24 H AUKIOLO;;62.385312;21.223579
O;05279;KAUHAJOENTIE 2;64350;KARIJOKI;PANKIN KONTTORI;POP KARIJOKI;24 H AUKIOLO;;62.309672;21.710485
O;04981;MIKKIL�NTIE 12;64700;TEUVA;KAUPPA;S-MARKET TEUVA;24 H AUKIOLO;;62.487750;21.739290
O;04247;LUUKKAANTIE 1;64900;ISOJOKI;KAUPPA;S-MARKET ISOJOKI;24 H AUKIOLO;;62.111944;21.960163
O;04728;ALATORI;65100;VAASA;PANKIN KONTTORI;OP VAASA;24 H AUKIOLO;;63.095540;21.617170
O;04779;ALATORI 3;65100;VAASA;PANKIN KONTTORI;NORDEA VAASA;24 H AUKIOLO;;63.095770;21.617040
EP;05575;HOVIOIKEUDENPUISTIKKO 17;65100;VAASA;TAVARATALO;K-CITYMARKET VAASA KESKUSTA;LIIKETILAN AUKIOLO;;63.096776;21.616005
O;04218;LAIVAKATU 13;65100;VAASA;TAVARATALO;MINIMANI;24 H AUKIOLO;;63.103220;21.624110
O;04996;SEP�NKYL�NTIE 3;65100;VAASA;KAUPPA;AUTO - BILMAN;24 H AUKIOLO;;63.098665;21.626930
P;05805;VAASANPUISTIKKO 16;65100;VAASA;PANKIN KONTTORI;AKTIA TORIKONTTORI;24 H AUKIOLO;;63.094820;21.615500
T;40051;YL�TORI 2;65100;VAASA;KAUPPAKESKUS;REWELL CENTER, 1. KRS / HENNES JA MAURIZ VASTAP��T�;LIIKETILAN AUKIOLO;;63.095920;21.614570
O;05188;YL�TORI 4;65100;VAASA;PANKIN KONTTORI;DANSKE VAASA REWELL 2.KRS;24 H AUKIOLO;;63.095570;21.614730
P;05671;PALOSAARENTIE 26;65200;VAASA;LIIKEKIINTEIST�;S-MARKET PALOSAARI;24 H AUKIOLO;;63.109926;21.597571
O;04496;V�STERVIKINTIE 2;65280;VAASA;KAUPPA;S-MARKET GERBY;24 H AUKIOLO;;63.134068;21.599462
P;05673;JUKOLANTIE 1;65300;VAASA;KAUPPA;PRISMA VAASA;24 H AUKIOLO;;63.102430;21.647500
EP;05556;KOKKOKALLIONTIE 2;65300;VAASA;TAVARATALO;K-CITYMARKET KIVIHAKA;LIIKETILAN AUKIOLO;;63.109630;21.650500
O;04497;KUNINKAANTIE 69;65320;VAASA;KAUPPA;K-SUPERMARKET HUUTONIEMI;24 H AUKIOLO;;63.090436;21.683077
O;05195;VANHAN VAASAN KATU 19;65370;VAASA;KAUPPA;S-MARKET RISTINUMMI;24 H AUKIOLO;;63.086449;21.726044
O;04626;KIITOKAARI 2;65380;VAASA;LIIKENNEPAIKKA;ABC VAASA;LIIKETILAN AUKIOLO;;63.052421;21.720826
P;05681;SULVANTIE 213;65450;SULVA;PANKIN KONTTORI;AKTIA SULVA;24 H AUKIOLO;;63.012710;21.649250
P;05899;KESKUSTIE 3;65610;MUSTASAARI;PANKIN KONTTORI;OP MUSTASAARI;24 H AUKIOLO;;63.112301;21.677934
O;05075;K�PINGINTIE 10 C;66100;MAALAHTI;PANKIN KONTTORI;OP MALAX;24 H AUKIOLO;;62.944775;21.548481
O;04308;STRANDV�GEN 4323;66200;KORSN�S;LIIKEKIINTEIST�;KORSN�S KOMMUNG�RD;24 H AUKIOLO;;62.786948;21.189109
P;05866;KAUPPATIE 4;66300;JURVA;KAUPPA;K-MARKET KIMARA;24 H AUKIOLO;;62.686330;21.982790
T;40152;KAUPPATIE 1;66400;LAIHIA;PANKIN KONTTORI;NORDEA LAIHIA;ITSEPALVELUALUEEN AUKIOLO;klo 6-23;62.979090;22.009590
O;05297;RUUTINTIE 2;66400;LAIHIA;PANKIN KONTTORI;OP LAIHIA;24 H AUKIOLO;;62.975990;22.011010
P;05892;LOUKONTIE 6;66440;TERVAJOKI;LIIKEKIINTEIST�;APTEEKKI;24 H AUKIOLO;;63.004363;22.140001
O;04215;HEIKKIL�NTIE 1;66500;V�H�KYR�;LIIKEKIINTEIST�;K-MARKET HERKKUPATA;24 H AUKIOLO;;63.054440;22.107680
P;05696;KOIVULAHDENTIE 1;66530;KOIVULAHTI;PANKIN KONTTORI;SP KOIVULAHTI;24 H AUKIOLO;;63.160824;21.841031
P;05836;V�YRINTIE 5;66600;V�YRI;LIIKEKIINTEIST�;LIIKETILA;24 H AUKIOLO;;63.130000;22.252480
O;04484;KOKKOLANTIE 75;66800;ORAVAINEN;LIIKENNEPAIKKA;ABC ORAVAINEN;24 H AUKIOLO;;63.307260;22.384970
O;03840;SOLLEFTE�NKATU 9;66900;UUSIKAARLEPYY;PANKIN KONTTORI;OP UUSIKAARLEPYY;24 H AUKIOLO;;63.521780;22.529580
